EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD03036,KSP/DIS029/2026/03036,Video Footage,Key forensic evidence collected for UPI Fraud by Yadgir Officer 6.,Yadgir Officer 6,2026-01-13,Verified & Cataloged,EV-2026-3036,Yadgir Traffic PS Crime Scene,Central Station Locker,OFF436,FSL Yadgir,FSL-REPORT-3036,Intact Chain of Custody,evidence_3036.jpg,Indexed via AI OCR
EVD03037,KSP/DIS030/2026/03037,Digital Document,Key forensic evidence collected for Online Banking Fraud by Ballari Officer 7.,Ballari Officer 7,2026-02-14,Verified & Cataloged,EV-2026-3037,Ballari Town PS Crime Scene,Central Station Locker,OFF452,FSL Ballari,FSL-REPORT-3037,Intact Chain of Custody,evidence_3037.jpg,Indexed via AI OCR
EVD03038,KSP/DIS031/2026/03038,Physical Weapon,Key forensic evidence collected for Identity Theft by Vijayanagara (Hospete) Officer 8.,Vijayanagara (Hospete) Officer 8,2026-03-15,Verified & Cataloged,EV-2026-3038,Vijayanagara (Hospete) Central PS Crime Scene,Central Station Locker,OFF468,FSL Vijayanagara (Hospete),FSL-REPORT-3038,Intact Chain of Custody,evidence_3038.jpg,Indexed via AI OCR
EVD03039,KSP/DIS001/2026/03039,Video Footage,Key forensic evidence collected for ATM Fraud by Bengaluru Urban Officer 9.,Bengaluru Urban Officer 9,2026-04-16,Verified & Cataloged,EV-2026-3039,Whitefield Police Station Crime Scene,Central Station Locker,OFF019,FSL Bengaluru Urban,FSL-REPORT-3039,Intact Chain of Custody,evidence_3039.jpg,Indexed via AI OCR
EVD03040,KSP/DIS002/2026/03040,Digital Document,Key forensic evidence collected for Rape by Bengaluru Rural Officer 10.,Bengaluru Rural Officer 10,2026-05-17,Verified & Cataloged,EV-2026-3040,Bengaluru Rural Traffic PS Crime Scene,Central Station Locker,OFF035,FSL Bengaluru Rural,FSL-REPORT-3040,Intact Chain of Custody,evidence_3040.jpg,Indexed via AI OCR
EVD03041,KSP/DIS003/2026/03041,Physical Weapon,Key forensic evidence collected for Sexual Assault by Ramanagara Officer 11.,Ramanagara Officer 11,2026-06-18,Verified & Cataloged,EV-2026-3041,Ramanagara Town PS Crime Scene,Central Station Locker,OFF051,FSL Ramanagara,FSL-REPORT-3041,Intact Chain of Custody,evidence_3041.jpg,Indexed via AI OCR
EVD03042,KSP/DIS004/2026/03042,Video Footage,Key forensic evidence collected for POCSO by Chikkaballapura Officer 12.,Chikkaballapura Officer 12,2026-07-19,Verified & Cataloged,EV-2026-3042,Chikkaballapura Central PS Crime Scene,Central Station Locker,OFF067,FSL Chikkaballapura,FSL-REPORT-3042,Intact Chain of Custody,evidence_3042.jpg,Indexed via AI OCR
EVD03043,KSP/DIS005/2026/03043,Digital Document,Key forensic evidence collected for Domestic Violence by Kolar Officer 13.,Kolar Officer 13,2026-08-20,Verified & Cataloged,EV-2026-3043,Kolar Cyber Crime PS Crime Scene,Central Station Locker,OFF083,FSL Kolar,FSL-REPORT-3043,Intact Chain of Custody,evidence_3043.jpg,Indexed via AI OCR
EVD03044,KSP/DIS006/2026/03044,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Tumakuru Officer 14.,Tumakuru Officer 14,2026-09-21,Verified & Cataloged,EV-2026-3044,Tumakuru Traffic PS Crime Scene,Central Station Locker,OFF099,FSL Tumakuru,FSL-REPORT-3044,Intact Chain of Custody,evidence_3044.jpg,Indexed via AI OCR
EVD03045,KSP/DIS007/2026/03045,Video Footage,Key forensic evidence collected for Drug Trafficking by Shivamogga Officer 15.,Shivamogga Officer 15,2026-10-22,Verified & Cataloged,EV-2026-3045,Shivamogga Town PS Crime Scene,Central Station Locker,OFF115,FSL Shivamogga,FSL-REPORT-3045,Intact Chain of Custody,evidence_3045.jpg,Indexed via AI OCR
EVD03046,KSP/DIS008/2026/03046,Digital Document,Key forensic evidence collected for Human Trafficking by Chitradurga Officer 1.,Chitradurga Officer 1,2026-11-23,Verified & Cataloged,EV-2026-3046,Chitradurga Central PS Crime Scene,Central Station Locker,OFF116,FSL Chitradurga,FSL-REPORT-3046,Intact Chain of Custody,evidence_3046.jpg,Indexed via AI OCR
EVD03047,KSP/DIS009/2026/03047,Physical Weapon,Key forensic evidence collected for Gambling by Davanagere Officer 2.,Davanagere Officer 2,2026-12-24,Verified & Cataloged,EV-2026-3047,Davanagere Cyber Crime PS Crime Scene,Central Station Locker,OFF132,FSL Davanagere,FSL-REPORT-3047,Intact Chain of Custody,evidence_3047.jpg,Indexed via AI OCR
EVD03048,KSP/DIS010/2026/03048,Video Footage,Key forensic evidence collected for Wildlife Crime by Mysuru Officer 3.,Mysuru Officer 3,2026-01-25,Verified & Cataloged,EV-2026-3048,Mysuru Traffic PS Crime Scene,Central Station Locker,OFF148,FSL Mysuru,FSL-REPORT-3048,Intact Chain of Custody,evidence_3048.jpg,Indexed via AI OCR
EVD03049,KSP/DIS011/2026/03049,Digital Document,Key forensic evidence collected for Forest Crime by Mandya Officer 4.,Mandya Officer 4,2026-02-26,Verified & Cataloged,EV-2026-3049,Mandya Town PS Crime Scene,Central Station Locker,OFF164,FSL Mandya,FSL-REPORT-3049,Intact Chain of Custody,evidence_3049.jpg,Indexed via AI OCR
EVD03050,KSP/DIS012/2026/03050,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Hassan Officer 5.,Hassan Officer 5,2026-03-27,Verified & Cataloged,EV-2026-3050,Hassan Central PS Crime Scene,Central Station Locker,OFF180,FSL Hassan,FSL-REPORT-3050,Intact Chain of Custody,evidence_3050.jpg,Indexed via AI OCR
EVD03051,KSP/DIS013/2026/03051,Video Footage,Key forensic evidence collected for Corruption by Chamarajanagara Officer 6.,Chamarajanagara Officer 6,2026-04-28,Verified & Cataloged,EV-2026-3051,Chamarajanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF196,FSL Chamarajanagara,FSL-REPORT-3051,Intact Chain of Custody,evidence_3051.jpg,Indexed via AI OCR
EVD03052,KSP/DIS014/2026/03052,Digital Document,Key forensic evidence collected for Economic Offence by Kodagu Officer 7.,Kodagu Officer 7,2026-05-01,Verified & Cataloged,EV-2026-3052,Kodagu Traffic PS Crime Scene,Central Station Locker,OFF212,FSL Kodagu,FSL-REPORT-3052,Intact Chain of Custody,evidence_3052.jpg,Indexed via AI OCR
EVD03053,KSP/DIS015/2026/03053,Physical Weapon,Key forensic evidence collected for White Collar Crime by Dakshina Kannada (Mangaluru) Officer 8.,Dakshina Kannada (Mangaluru) Officer 8,2026-06-02,Verified & Cataloged,EV-2026-3053,Dakshina Kannada (Mangaluru) Town PS Crime Scene,Central Station Locker,OFF228,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-3053,Intact Chain of Custody,evidence_3053.jpg,Indexed via AI OCR
EVD03054,KSP/DIS016/2026/03054,Video Footage,Key forensic evidence collected for Smuggling by Udupi Officer 9.,Udupi Officer 9,2026-07-03,Verified & Cataloged,EV-2026-3054,Udupi Central PS Crime Scene,Central Station Locker,OFF244,FSL Udupi,FSL-REPORT-3054,Intact Chain of Custody,evidence_3054.jpg,Indexed via AI OCR
EVD03055,KSP/DIS017/2026/03055,Digital Document,Key forensic evidence collected for Extortion by Uttara Kannada (Karwar) Officer 10.,Uttara Kannada (Karwar) Officer 10,2026-08-04,Verified & Cataloged,EV-2026-3055,Uttara Kannada (Karwar) Cyber Crime PS Crime Scene,Central Station Locker,OFF260,FSL Uttara Kannada (Karwar),FSL-REPORT-3055,Intact Chain of Custody,evidence_3055.jpg,Indexed via AI OCR
EVD03056,KSP/DIS018/2026/03056,Physical Weapon,Key forensic evidence collected for Blackmail by Belagavi Officer 11.,Belagavi Officer 11,2026-09-05,Verified & Cataloged,EV-2026-3056,Belagavi Traffic PS Crime Scene,Central Station Locker,OFF276,FSL Belagavi,FSL-REPORT-3056,Intact Chain of Custody,evidence_3056.jpg,Indexed via AI OCR
EVD03057,KSP/DIS019/2026/03057,Video Footage,Key forensic evidence collected for Counterfeit Currency by Dharwad Officer 12.,Dharwad Officer 12,2026-10-06,Verified & Cataloged,EV-2026-3057,Dharwad Town PS Crime Scene,Central Station Locker,OFF292,FSL Dharwad,FSL-REPORT-3057,Intact Chain of Custody,evidence_3057.jpg,Indexed via AI OCR
EVD03058,KSP/DIS020/2026/03058,Digital Document,Key forensic evidence collected for Fake Documents by Hubballi City Officer 13.,Hubballi City Officer 13,2026-11-07,Verified & Cataloged,EV-2026-3058,Hubballi City Central PS Crime Scene,Central Station Locker,OFF308,FSL Hubballi City,FSL-REPORT-3058,Intact Chain of Custody,evidence_3058.jpg,Indexed via AI OCR
EVD03059,KSP/DIS021/2026/03059,Physical Weapon,Key forensic evidence collected for Hit and Run by Gadag Officer 14.,Gadag Officer 14,2026-12-08,Verified & Cataloged,EV-2026-3059,Gadag Cyber Crime PS Crime Scene,Central Station Locker,OFF324,FSL Gadag,FSL-REPORT-3059,Intact Chain of Custody,evidence_3059.jpg,Indexed via AI OCR
EVD03060,KSP/DIS022/2026/03060,Video Footage,Key forensic evidence collected for Road Accident by Haveri Officer 15.,Haveri Officer 15,2026-01-09,Verified & Cataloged,EV-2026-3060,Haveri Traffic PS Crime Scene,Central Station Locker,OFF340,FSL Haveri,FSL-REPORT-3060,Intact Chain of Custody,evidence_3060.jpg,Indexed via AI OCR
EVD03061,KSP/DIS023/2026/03061,Digital Document,Key forensic evidence collected for Fire Incident by Vijayapura Officer 1.,Vijayapura Officer 1,2026-02-10,Verified & Cataloged,EV-2026-3061,Vijayapura Town PS Crime Scene,Central Station Locker,OFF341,FSL Vijayapura,FSL-REPORT-3061,Intact Chain of Custody,evidence_3061.jpg,Indexed via AI OCR
EVD03062,KSP/DIS024/2026/03062,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Bagalkote Officer 2.,Bagalkote Officer 2,2026-03-11,Verified & Cataloged,EV-2026-3062,Bagalkote Central PS Crime Scene,Central Station Locker,OFF357,FSL Bagalkote,FSL-REPORT-3062,Intact Chain of Custody,evidence_3062.jpg,Indexed via AI OCR
EVD03063,KSP/DIS025/2026/03063,Video Footage,Key forensic evidence collected for Suicide Investigation by Kalaburagi Officer 3.,Kalaburagi Officer 3,2026-04-12,Verified & Cataloged,EV-2026-3063,Kalaburagi Cyber Crime PS Crime Scene,Central Station Locker,OFF373,FSL Kalaburagi,FSL-REPORT-3063,Intact Chain of Custody,evidence_3063.jpg,Indexed via AI OCR
EVD03064,KSP/DIS026/2026/03064,Digital Document,Key forensic evidence collected for Property Disputes by Bidar Officer 4.,Bidar Officer 4,2026-05-13,Verified & Cataloged,EV-2026-3064,Bidar Traffic PS Crime Scene,Central Station Locker,OFF389,FSL Bidar,FSL-REPORT-3064,Intact Chain of Custody,evidence_3064.jpg,Indexed via AI OCR
EVD03065,KSP/DIS027/2026/03065,Physical Weapon,Key forensic evidence collected for Public Disturbance by Raichur Officer 5.,Raichur Officer 5,2026-06-14,Verified & Cataloged,EV-2026-3065,Raichur Town PS Crime Scene,Central Station Locker,OFF405,FSL Raichur,FSL-REPORT-3065,Intact Chain of Custody,evidence_3065.jpg,Indexed via AI OCR
EVD03066,KSP/DIS028/2026/03066,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Koppal Officer 6.,Koppal Officer 6,2026-07-15,Verified & Cataloged,EV-2026-3066,Koppal Central PS Crime Scene,Central Station Locker,OFF421,FSL Koppal,FSL-REPORT-3066,Intact Chain of Custody,evidence_3066.jpg,Indexed via AI OCR
EVD03067,KSP/DIS029/2026/03067,Digital Document,Key forensic evidence collected for Murder by Yadgir Officer 7.,Yadgir Officer 7,2026-08-16,Verified & Cataloged,EV-2026-3067,Yadgir Cyber Crime PS Crime Scene,Central Station Locker,OFF437,FSL Yadgir,FSL-REPORT-3067,Intact Chain of Custody,evidence_3067.jpg,Indexed via AI OCR
EVD03068,KSP/DIS030/2026/03068,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Ballari Officer 8.,Ballari Officer 8,2026-09-17,Verified & Cataloged,EV-2026-3068,Ballari Traffic PS Crime Scene,Central Station Locker,OFF453,FSL Ballari,FSL-REPORT-3068,Intact Chain of Custody,evidence_3068.jpg,Indexed via AI OCR
EVD03069,KSP/DIS031/2026/03069,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Vijayanagara (Hospete) Officer 9.,Vijayanagara (Hospete) Officer 9,2026-10-18,Verified & Cataloged,EV-2026-3069,Vijayanagara (Hospete) Town PS Crime Scene,Central Station Locker,OFF469,FSL Vijayanagara (Hospete),FSL-REPORT-3069,Intact Chain of Custody,evidence_3069.jpg,Indexed via AI OCR
EVD03070,KSP/DIS001/2026/03070,Digital Document,Key forensic evidence collected for Kidnapping by Anita Rao.,Anita Rao,2026-11-19,Verified & Cataloged,EV-2026-3070,Bengaluru Urban Town PS Crime Scene,Central Station Locker,OFF004,FSL Bengaluru Urban,FSL-REPORT-3070,Intact Chain of Custody,evidence_3070.jpg,Indexed via AI OCR
EVD03071,KSP/DIS002/2026/03071,Physical Weapon,Key forensic evidence collected for Missing Person by Bengaluru Rural Officer 11.,Bengaluru Rural Officer 11,2026-12-20,Verified & Cataloged,EV-2026-3071,Bengaluru Rural Cyber Crime PS Crime Scene,Central Station Locker,OFF036,FSL Bengaluru Rural,FSL-REPORT-3071,Intact Chain of Custody,evidence_3071.jpg,Indexed via AI OCR
EVD03072,KSP/DIS003/2026/03072,Video Footage,Key forensic evidence collected for Theft by Ramanagara Officer 12.,Ramanagara Officer 12,2026-01-21,Verified & Cataloged,EV-2026-3072,Ramanagara Traffic PS Crime Scene,Central Station Locker,OFF052,FSL Ramanagara,FSL-REPORT-3072,Intact Chain of Custody,evidence_3072.jpg,Indexed via AI OCR
EVD03073,KSP/DIS004/2026/03073,Digital Document,Key forensic evidence collected for Vehicle Theft by Chikkaballapura Officer 13.,Chikkaballapura Officer 13,2026-02-22,Verified & Cataloged,EV-2026-3073,Chikkaballapura Town PS Crime Scene,Central Station Locker,OFF068,FSL Chikkaballapura,FSL-REPORT-3073,Intact Chain of Custody,evidence_3073.jpg,Indexed via AI OCR
EVD03074,KSP/DIS005/2026/03074,Physical Weapon,Key forensic evidence collected for Burglary by Kolar Officer 14.,Kolar Officer 14,2026-03-23,Verified & Cataloged,EV-2026-3074,Kolar Central PS Crime Scene,Central Station Locker,OFF084,FSL Kolar,FSL-REPORT-3074,Intact Chain of Custody,evidence_3074.jpg,Indexed via AI OCR
EVD03075,KSP/DIS006/2026/03075,Video Footage,Key forensic evidence collected for Robbery by Tumakuru Officer 15.,Tumakuru Officer 15,2026-04-24,Verified & Cataloged,EV-2026-3075,Tumakuru Cyber Crime PS Crime Scene,Central Station Locker,OFF100,FSL Tumakuru,FSL-REPORT-3075,Intact Chain of Custody,evidence_3075.jpg,Indexed via AI OCR
EVD03076,KSP/DIS007/2026/03076,Digital Document,Key forensic evidence collected for Chain Snatching by Shivamogga Officer 1.,Shivamogga Officer 1,2026-05-25,Verified & Cataloged,EV-2026-3076,Shivamogga Traffic PS Crime Scene,Central Station Locker,OFF101,FSL Shivamogga,FSL-REPORT-3076,Intact Chain of Custody,evidence_3076.jpg,Indexed via AI OCR
EVD03077,KSP/DIS008/2026/03077,Physical Weapon,Key forensic evidence collected for Cyber Crime by Chitradurga Officer 2.,Chitradurga Officer 2,2026-06-26,Verified & Cataloged,EV-2026-3077,Chitradurga Town PS Crime Scene,Central Station Locker,OFF117,FSL Chitradurga,FSL-REPORT-3077,Intact Chain of Custody,evidence_3077.jpg,Indexed via AI OCR
EVD03078,KSP/DIS009/2026/03078,Video Footage,Key forensic evidence collected for UPI Fraud by Davanagere Officer 3.,Davanagere Officer 3,2026-07-27,Verified & Cataloged,EV-2026-3078,Davanagere Central PS Crime Scene,Central Station Locker,OFF133,FSL Davanagere,FSL-REPORT-3078,Intact Chain of Custody,evidence_3078.jpg,Indexed via AI OCR
EVD03079,KSP/DIS010/2026/03079,Digital Document,Key forensic evidence collected for Online Banking Fraud by Mysuru Officer 4.,Mysuru Officer 4,2026-08-28,Verified & Cataloged,EV-2026-3079,Mysuru Cyber Crime PS Crime Scene,Central Station Locker,OFF149,FSL Mysuru,FSL-REPORT-3079,Intact Chain of Custody,evidence_3079.jpg,Indexed via AI OCR
EVD03080,KSP/DIS011/2026/03080,Physical Weapon,Key forensic evidence collected for Identity Theft by Mandya Officer 5.,Mandya Officer 5,2026-09-01,Verified & Cataloged,EV-2026-3080,Mandya Traffic PS Crime Scene,Central Station Locker,OFF165,FSL Mandya,FSL-REPORT-3080,Intact Chain of Custody,evidence_3080.jpg,Indexed via AI OCR
EVD03081,KSP/DIS012/2026/03081,Video Footage,Key forensic evidence collected for ATM Fraud by Hassan Officer 6.,Hassan Officer 6,2026-10-02,Verified & Cataloged,EV-2026-3081,Hassan Town PS Crime Scene,Central Station Locker,OFF181,FSL Hassan,FSL-REPORT-3081,Intact Chain of Custody,evidence_3081.jpg,Indexed via AI OCR
EVD03082,KSP/DIS013/2026/03082,Digital Document,Key forensic evidence collected for Rape by Chamarajanagara Officer 7.,Chamarajanagara Officer 7,2026-11-03,Verified & Cataloged,EV-2026-3082,Chamarajanagara Central PS Crime Scene,Central Station Locker,OFF197,FSL Chamarajanagara,FSL-REPORT-3082,Intact Chain of Custody,evidence_3082.jpg,Indexed via AI OCR
EVD03083,KSP/DIS014/2026/03083,Physical Weapon,Key forensic evidence collected for Sexual Assault by Kodagu Officer 8.,Kodagu Officer 8,2026-12-04,Verified & Cataloged,EV-2026-3083,Kodagu Cyber Crime PS Crime Scene,Central Station Locker,OFF213,FSL Kodagu,FSL-REPORT-3083,Intact Chain of Custody,evidence_3083.jpg,Indexed via AI OCR
EVD03084,KSP/DIS015/2026/03084,Video Footage,Key forensic evidence collected for POCSO by Dakshina Kannada (Mangaluru) Officer 9.,Dakshina Kannada (Mangaluru) Officer 9,2026-01-05,Verified & Cataloged,EV-2026-3084,Dakshina Kannada (Mangaluru) Traffic PS Crime Scene,Central Station Locker,OFF229,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-3084,Intact Chain of Custody,evidence_3084.jpg,Indexed via AI OCR
EVD03085,KSP/DIS016/2026/03085,Digital Document,Key forensic evidence collected for Domestic Violence by Udupi Officer 10.,Udupi Officer 10,2026-02-06,Verified & Cataloged,EV-2026-3085,Udupi Town PS Crime Scene,Central Station Locker,OFF245,FSL Udupi,FSL-REPORT-3085,Intact Chain of Custody,evidence_3085.jpg,Indexed via AI OCR
EVD03086,KSP/DIS017/2026/03086,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Uttara Kannada (Karwar) Officer 11.,Uttara Kannada (Karwar) Officer 11,2026-03-07,Verified & Cataloged,EV-2026-3086,Uttara Kannada (Karwar) Central PS Crime Scene,Central Station Locker,OFF261,FSL Uttara Kannada (Karwar),FSL-REPORT-3086,Intact Chain of Custody,evidence_3086.jpg,Indexed via AI OCR
EVD03087,KSP/DIS018/2026/03087,Video Footage,Key forensic evidence collected for Drug Trafficking by Belagavi Officer 12.,Belagavi Officer 12,2026-04-08,Verified & Cataloged,EV-2026-3087,Belagavi Cyber Crime PS Crime Scene,Central Station Locker,OFF277,FSL Belagavi,FSL-REPORT-3087,Intact Chain of Custody,evidence_3087.jpg,Indexed via AI OCR
EVD03088,KSP/DIS019/2026/03088,Digital Document,Key forensic evidence collected for Human Trafficking by Dharwad Officer 13.,Dharwad Officer 13,2026-05-09,Verified & Cataloged,EV-2026-3088,Dharwad Traffic PS Crime Scene,Central Station Locker,OFF293,FSL Dharwad,FSL-REPORT-3088,Intact Chain of Custody,evidence_3088.jpg,Indexed via AI OCR
EVD03089,KSP/DIS020/2026/03089,Physical Weapon,Key forensic evidence collected for Gambling by Hubballi City Officer 14.,Hubballi City Officer 14,2026-06-10,Verified & Cataloged,EV-2026-3089,Hubballi City Town PS Crime Scene,Central Station Locker,OFF309,FSL Hubballi City,FSL-REPORT-3089,Intact Chain of Custody,evidence_3089.jpg,Indexed via AI OCR
EVD03090,KSP/DIS021/2026/03090,Video Footage,Key forensic evidence collected for Wildlife Crime by Gadag Officer 15.,Gadag Officer 15,2026-07-11,Verified & Cataloged,EV-2026-3090,Gadag Central PS Crime Scene,Central Station Locker,OFF325,FSL Gadag,FSL-REPORT-3090,Intact Chain of Custody,evidence_3090.jpg,Indexed via AI OCR
EVD03091,KSP/DIS022/2026/03091,Digital Document,Key forensic evidence collected for Forest Crime by Haveri Officer 1.,Haveri Officer 1,2026-08-12,Verified & Cataloged,EV-2026-3091,Haveri Cyber Crime PS Crime Scene,Central Station Locker,OFF326,FSL Haveri,FSL-REPORT-3091,Intact Chain of Custody,evidence_3091.jpg,Indexed via AI OCR
